"","track","album_name","artist","release_date","isrc","all_time_rank","track_score","spotify_streams","spotify_playlist_count","spotify_playlist_reach","spotify_popularity","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_playlist_reach","apple_music_playlist_count","airplay_spins","deezer_playlist_count","deezer_playlist_reach","amazon_playlist_count","pandora_streams","pandora_track_stations","shazam_counts","explicit_track"
"2532","Here's Your Perfect","Here's Your Perfect","Jamie Miller",2021-04-30,"USAT22101294","2523",28.2,418998816,42598,8678739,69,349432726,3317953,810145,216927258,1962424177,1152785855,40,19753,6,6309,NA,1401958,1877,1072765,FALSE
"2533","Highs & Lows","Highs & Lows","Prinz",2023-06-02,"GBARL2300644","2530",28.2,64747926,19758,4733486,63,30831455,515719,726042,24154119,304170641,848300,4,756,8,81597,2,476637,6463,434423,FALSE
"2534","Survivors R","Survivors R","Roddy Ricch",2024-05-31,"USAT22403043","2535",28.2,4462637,789,28882654,66,2244519,116431,NA,NA,NA,20570003,27,134,7,1298626,29,703876,89,49126,TRUE
"2535","Halloween","Halloween","Blood Dance",2022-10-06,"CAENV2255241","2534",28.2,7332,45,1692,2,416430705,7483560,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,152,FALSE
"2536","Impossible","Impossible - Single","RIIZE",2024-04-18,"KRA302400078","2533",28.2,16327372,987,16575491,69,29637408,364827,5892,11035987,64226700,NA,21,291,6,21219,25,19003,18,39544,FALSE
"2537","El Rescate","El Rescate - Single","Grupo Marca Registrada",2022-07-22,"USDXS2202347","2528",28.2,391773238,34952,16586286,69,133887895,711785,431726,98990436,1102477168,6037,7,19,1,186322,8,36067031,3703,840393,TRUE
"2538","Wockesha","A Gangsta","Moneybagg Yo",2021-04-23,"USUM72105621","2518",28.2,138100044,64635,5451499,56,168383616,1456308,30274,13135047,94781829,56308304,59,134739,4,64845,8,87481688,35657,1470349,TRUE
"2539","Mirame","Mirame - Single","Blessd",2024-04-17,"QZZ3N2400057","2532",28.2,24345826,1758,36846830,72,22781812,162339,NA,NA,NA,22448661,21,334,11,1615702,10,69725,41,155799,TRUE
"2540","Pantysito","Pantysito","Alejo",2022-03-18,"USUG12201485","2526",28.2,332175085,63085,23635638,66,119541325,763188,378000,93005063,866018385,213451655,37,20428,17,1616786,36,3756960,524,616074,TRUE
"2541","brutal","SOUR","Olivia Rodrigo",2021-05-21,"USUG12101242","2524",28.2,639900946,87550,20272841,73,147309966,3536634,180855,114118319,774173668,56822531,41,8153,8,43721,21,17091110,32850,820892,TRUE
"2542","Recognize (feat. Drake)","PARTYNEXTDOOR TWO","PARTYNEXTDOOR",2014-07-29,"USWB11401866","2531",28.2,275465440,58725,10964599,65,290207058,1533113,64277,8127616,53454696,12422822,30,334,14,2315,7,305888690,68800,2030167,TRUE
"2543","Daylight","For All The Dogs","Drake",2023-10-06,"USUG12306070","2521",28.2,78417212,26088,13353722,NA,4514270,53581,4865,4204924,38589807,NA,7,374,NA,NA,NA,1294581,1122,152693,TRUE
"2544","Lovefool","Lovefool","twocolors",2020-05-08,"DEUM72001376","2519",28.2,359757970,73161,29218709,62,216865947,1581781,621587,49479727,658030330,25128259,149,181538,65,2659118,8,33047274,4223,4918636,FALSE
"2545","Rich Flex","Her Loss","Drake",2022-11-03,"USUG12208614","2520",28.2,811888874,5471,1026240,46,34057109,415396,NA,NA,NA,NA,23,224115,NA,NA,NA,NA,NA,NA,FALSE
"2546","MEMORIAS","Microdosis","Mora",2022-04-01,"QM4TX2252943","2527",28.2,359336745,67125,16316500,70,143505182,823971,20600,9094523,82205989,340159905,38,8665,4,54118,14,367017,319,868434,FALSE
"2547","Mood Malandro","Mood Malandro","Cdig",2023-08-24,"QM3DF2276204","2538",28.1,188309858,15111,13192945,71,87069499,318350,100,1927,18855,NA,6,4,7,582040,3,3910844,1376,422023,FALSE
"2548","JACKIE BROWN","WASTELAND","Brent Faiyaz",2022-07-08,"QM24S2203177","2542",28.1,247386146,57298,14371239,70,48937559,461922,25012,12211067,119045728,129119126,21,2377,5,494840,1,13188304,5989,1184981,TRUE
"2549","TELEFONO NUEVO","nadie sabe lo que va a pasar ma","Bad Bunny",2023-10-13,"QMFME2364190","2544",28.1,101706440,22195,4712903,NA,37327301,496072,608,1421099,11568535,NA,12,893,NA,NA,3,2910823,708,304399,TRUE
"2550","Dana Ma","Dana Ma","Bolofofos",2019-05-03,"CAHQJ1924665","2536",28.1,10423140,1820,350049,49,1126576126,2223950,3453,49425,3059373,16,NA,NA,NA,NA,NA,NA,NA,9247,FALSE
"2551","Kalkatiya Raja","Kalkatiya Raja","Pawan Singh",2023-09-22,"DGA092395791","2545",28.1,8607782,231,175674,NA,171883395,997466,NA,2661,36029,NA,NA,NA,NA,NA,NA,NA,NA,14483,FALSE
"2552","Drippy","Drippy","Sidhu Moose Wala",2024-02-02,"INU252412475","2537",28.1,39891157,2503,5333908,NA,68785789,2273476,NA,NA,NA,238867734,6,165,NA,NA,14,NA,NA,67474,TRUE
"2553","Never Going Home","Summer 2021","Kungs",2021-04-28,"FR9W12110749","2539",28.1,304069347,89224,17836102,63,87407927,580798,20117,6207518,94926621,80707655,89,117243,53,959302,18,675312,417,5206645,FALSE
"2554","Problem","Problem","Alvaro Diaz",2021-10-22,"USUM72118879","2548",28.1,275492185,47297,14033837,68,104950820,697838,1698681,279415195,2603158294,31265536,35,6549,13,759534,14,7459382,848,779473,FALSE
"2555","Waiting for the End","Papercuts","Linkin Park",2024-04-12,"USWB12401899","2541",28.1,160127218,5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451466,FALSE
"2556","Pacto (feat. Luar La L)","Pacto (feat. Luar La L)","Jay Wheeler",2023-04-24,"USUYG1480456","2547",28.1,58652026,19596,3713869,54,74399520,458583,508800,31900743,344636407,9720627,14,66,2,9119,2,4123989,2062,397215,TRUE
"2557","Nena Maldicin (feat. Lenny Tav","Nena Maldicion (feat. Lenny Tavarez)","Paulo Londra",2018-01-30,"TCADL1878978","2546",28.1,614897887,19568,3797350,NA,1332773890,6926941,NA,NA,NA,150232863,NA,NA,10,82810,NA,NA,NA,NA,FALSE
"2558","Talk talk","BRAT","Charli xcx",2024-06-07,"USAT22401345","2540",28.1,6446985,830,35947142,NA,201264,3929,NA,9765,78500,NA,52,156,27,1854240,85,190049,20,4307,FALSE
"2559","Daisy","Daisy","Ashnikko",2020-07-09,"GBAYE2000596","2543",28.1,509353753,87580,20339605,63,231541575,3846027,893392,124467502,842856226,1767008,45,14716,21,15708,3,18916451,32263,2842135,TRUE
"2560","Fast Forward","GAME PLAN","JEON SOMI",2023-08-07,"KSA002301968","2556",28,88499180,9715,3943924,59,134376601,256505,58748,54797372,291191318,48337673,16,1383,8,271497,23,190079,291,258644,FALSE
"2561","Ice Attack","WE DON'T TRUST YOU","Future",2024-03-22,"USSM12402029","2553",28,38912003,9619,2346613,NA,3915932,59814,NA,NA,NA,1596946,4,46,1,41760,NA,459198,307,58111,TRUE
"2562","Stolen Dance","Die Ultimative Chartshow - Hits 2013","Milky Chance",2013-01-01,"DEL211300741","2558",28,1460945792,331171,51661945,76,224150562,1926122,677541,194210296,2134365963,389692,83,36736,111,1223193,21,NA,NA,24485799,FALSE
"2563","Set Me Free Pt.2","Set Me Free Pt.2","Jimin",2023-03-17,"USA2P2251867","2554",28,350802342,12581,16368476,76,150660549,5807332,182865,104841360,494628703,166154392,5,2402,24,4592140,8,2552268,686,437897,TRUE
"2564","Satu Rasa Cinta","Satu Rasa Cinta","Fira Cantika",2022-12-16,"IDA601902645","2555",28,NA,1,3,NA,1858910,8964,2400948,5143214,133463784,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2565","Azul","Colores","J Balvin",2020-03-19,"USUM72001731","2557",28,489654759,60072,13255516,63,478807073,3205287,731500,39869163,491920895,34068017,92,14340,28,1649348,21,52380337,11309,994262,FALSE
"2566","LOCATION","LOCATION","KAROL G",2021-02-12,"USUM72023897","2551",28,236644328,36130,7600107,50,525752748,3073337,182529,34209228,329180615,25193373,56,29536,17,120355,36,9793641,3562,962269,TRUE
"2567","Terminator","Terminator","King Promise",2023-05-05,"GBARL2300512","2559",28,34026239,8723,6659055,58,56469190,290499,1047639,28395882,391501573,57032887,23,3290,2,5829,NA,351027,246,527365,FALSE
"2568","Orang Yang Salah - Sped Up Version","Orang Yang Salah (Sped Up Version)","Luvia band",2023-09-20,"IDA192303865","2552",28,3900009,239,152396,NA,2001200,23163,1200000,21126908,529234742,NA,NA,NA,NA,NA,NA,NA,NA,21387,FALSE
"2569","Snowman","Snowman","Sia",2017-11-09,"USAT21704212","2561",28,947770190,123852,25500657,69,417814325,6867798,1972101,644731553,5479108705,315447931,128,16029,55,984795,39,8852953,36244,5574595,FALSE
"2570","Hurricane","Donda","Kanye West",2021-08-29,"USUM72116311","2549",28,404497617,108795,16231758,62,45337894,615908,20272,10266783,91838300,506294,51,33710,16,456029,24,11239141,5307,1304734,FALSE
"2571","Rumah Singgah","Rumah Singgah","Fabio Asher",2022-05-05,"SGB502214308","2550",28,239624643,13095,3228030,67,228923419,1210579,1205145,227531657,3306847230,45889,11,7479,NA,NA,NA,NA,NA,142151,FALSE
"2572","Strip That Down (feat. Quavo)","Strip That Down","Liam Payne",2017-05-18,"GBUM71701628","2560",28,1000549809,86051,18285158,63,503776997,5263027,348584,29551464,181309829,14264191,99,53738,38,236519,19,320956633,141834,7058362,FALSE
"2573","IT GIRL - Sped up Version","IT GIRL (Sped up Version)","Aliyah's Interlude",2023-09-30,"QZTB22394231","2570",27.9,23708233,7125,3235480,NA,NA,NA,883600,344205330,3090790304,NA,2,110,2,28927,1,124021,300,363715,TRUE
"2574","Khodni","Khodni - Single","AL SHAMI",2024-05-16,"LBA132400598","2566",27.9,916695,97,384024,NA,19150049,391641,NA,NA,NA,2606582,4,51,1,11587,NA,NA,NA,16597,FALSE
"2575","Lost in the Fire (feat. The Weeknd)","Lost in the Fire (feat. The Weeknd)","Gesaffelstein",2019-01-11,"USQX91803314","2564",27.9,895496661,158437,56718950,75,60795572,663427,118739,61383164,500515994,25324485,109,19935,40,314982,17,44369088,13427,5540938,TRUE
"2576","Minha Heran","Minha Heran","Ana Castela",2024-05-30,"BKA7Y2400034","2575",27.9,3582494,506,20021976,64,8320170,107335,NA,NA,NA,30623624,2,18,10,7390687,4,236,NA,2856,FALSE
"2577","Diva Yorgun","Diva Yorgun","Melike",2023-06-16,"TRBYM2000179","2574",27.9,62458329,7526,1713723,58,167062542,417472,11529,693244,25252458,297624271,10,18186,2,1346,NA,NA,NA,412905,FALSE
"2578","Can't Get Enough","Can't Get Enough","Jennifer Lopez",2024-01-10,"QMRSZ2301148","2565",27.9,9293098,1348,2545397,NA,19200761,262872,6015,5065489,1752700,2407922034,16,70306,6,5901816,9,888313,305,294615,TRUE
"2579","The Man He Sees in Me","The Man He Sees in Me","Luke Combs",2024-06-06,"US6XF2400108","2569",27.9,5942861,766,17968556,71,417205,14380,NA,NA,NA,156,24,50,6,22284,32,1140678,189,14609,FALSE
"2580","Dilemma","Nellyville (Explicit Version)","Nelly",2002-06-25,"USUR10200370","2573",27.9,859999247,170136,65334656,74,1639732381,8770296,199632,36725930,368297203,965108329,116,173135,63,1211577,36,1097430738,414836,10809090,TRUE
"2581","20 Tragos","20 Tragos","Yi",2022-11-25,"USL4Q2255557","2568",27.9,477396,29,18081,NA,388682045,2199489,20,3983,52662,2285487,NA,7,NA,NA,NA,NA,NA,315,TRUE
"2582","My wrist (with Young Thug)","My wrist (with Young Thug)","Yeat",2023-05-26,"USUM72307802","2572",27.9,83393310,32703,6521059,64,14159412,193138,1618,985058,9909365,1602,10,288,3,30356,NA,310482,567,180040,TRUE
"2583","GigaChad Theme - Phonk House Version","GigaChad Theme (Phonk House Version)","g3ox_em",2022-08-22,"QZNWS2230712","2571",27.9,282776356,45283,24157482,69,152603363,1541141,64,255172,1672858,23643910,13,677,6,105684,8,1120269,4144,1358899,FALSE
"2584","Jackie Chan","Jackie Chan","Ti",2018-05-18,"CYA111800123","2562",27.9,867318774,122200,28477959,66,207699017,1553887,642448,9941160,91008651,25965495,130,46973,104,757074,12,52601591,43818,5167133,TRUE
"2585","Words (feat. Zara Larsson)","Words (feat. Zara Larsson)","Alesso",2022-04-22,"USUG12202336","2563",27.9,383945607,58627,45560940,72,51670623,427016,20633,9518866,159467861,2170376776,83,109284,31,987836,41,5618643,886,1125402,FALSE
"2586","Bombonzinho - Ao Vivo","Bombonzinho (Ao Vivo)","Israel & Rodolffo",2022-11-03,"BRRGE2200815","2576",27.9,343704935,21379,13592125,61,208025693,659040,176878,8502888,153392985,699848365,22,6760,35,1242324,12,1634,NA,206908,FALSE
"2587","Mil Preguntas","Mil Preguntas - Single","The La Planta",2024-03-07,"BK4DA2407011","2567",27.9,27026914,2367,8527648,70,46888149,156738,NA,NA,NA,141902141,2,530,6,326442,8,NA,NA,63178,FALSE
"2588","OJAL","OJAL","Maria Becerra",2022-06-01,"USAT22205402","2579",27.8,168710415,16559,4927487,56,358805694,1890653,72000,24990011,248098853,365354168,12,10771,12,232266,16,1069872,237,182061,FALSE
"2589","Bejeweled","Midnights","Taylor Swift",2022-10-21,"USUG12205715","2577",27.8,536110386,32472,22834672,71,19011964,168023,791802,171672855,1573795763,120036973,46,6686,5,282241,46,12812687,11319,361280,FALSE
"2590","Lovin On Me","Lovin On Me - Single","Jack Harlow",2023-11-10,"USAT22311372","2583",27.8,669206771,4166,982289,NA,NA,NA,NA,NA,NA,NA,59,29951,4,82197,NA,NA,NA,NA,FALSE
"2591","Back for More (with Anitta)","Back for More (with Anitta)","TOMORROW X TOGETHER",2023-09-15,"USA2P2342327","2580",27.8,93990459,8050,7207941,NA,112494830,3245862,55727,53080335,296861046,313625362,9,4542,14,490711,15,520450,225,182465,FALSE
"2592","Heaven","Kane Brown (Deluxe Edition)","Kane Brown",2017-10-06,"USRN11700088","2584",27.8,492361216,43773,13627930,66,697287853,3494761,107020,5665191,74609105,474602562,46,3,6,48525,27,394651147,237908,NA,FALSE
"2593","Rolex","Rolex","Ayo & Teo",2017-01-13,"USUYG1126838","2585",27.8,491358577,7067,1642096,NA,1050086757,10196796,NA,NA,NA,199660421,NA,NA,1,35535,NA,106302056,571084,NA,FALSE
"2594","That Girl","That Girl","Amrinder Gill",2024-05-24,"CBEGD2400001","2582",27.8,4128853,234,2317956,62,11272889,177421,NA,NA,NA,19904542,10,16,NA,NA,NA,NA,NA,10176,FALSE
"2595","FERXXO 151","FERXXO 151","Feid",2023-08-25,"USUM72312300","2587",27.8,106899723,23959,10822808,64,54351042,362313,34200,3566805,44045683,22628351,15,2942,15,751335,12,485490,175,195030,FALSE
"2596","Dhaniya Ae Jaan","Dhaniya Ae Jaan","Pawan Singh",2023-09-14,"ING642306994","2589",27.8,5842217,191,173325,NA,180823113,1072157,NA,NA,NA,182061559,NA,NA,NA,NA,NA,NA,NA,9082,FALSE
"2597","Young And Beautiful","Music From Baz Luhrmann's Film The Great Gatsby","Lana Del Rey",2013-01-01,"GBUM71301823","2586",27.8,1256488099,158078,59355964,80,721653474,5562953,301881,104232046,881937736,1185793007,85,7063,53,345045,38,437188269,353499,6185418,FALSE
"2598","United In Grief","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,"USUM72208961","2578",27.8,246425341,81509,7710812,71,38465606,807082,108559,43090164,342828836,34138596,5,732,3,15986,6,2364415,2500,1169011,TRUE
"2599","Drunk in Love","Beyonc (Del","Beyonc",2013-12-13,"USSM11307800","2588",27.8,607315454,73281,24577326,67,827853706,3895677,42655,24392560,200100315,196095530,129,49,75,619730,52,493343155,793889,NA,TRUE
"2600","La Vida Sin Ti","La Vida Sin Ti","Rels B",2024-04-22,"UYB282476005","2581",27.8,50171337,3367,20131086,74,9998588,151631,NA,NA,NA,764121,15,418,8,173353,18,7872,9,101871,FALSE
"2601","FREAK","YUQ1","YUQI",2024-04-23,"KRA392400004","2604",27.7,9956970,918,11306595,66,28265816,825743,NA,3714416,16415876,NA,6,95,2,1891,7,NA,NA,22273,FALSE
"2602","Casa Mia","Casa Mia","Ghali",2024-02-07,"ITQ002400008","2607",27.7,55157600,3119,3112859,74,41112701,322239,NA,NA,NA,195777143,19,15737,1,8291,15,4515,NA,269837,FALSE
"2603","Kaikai Kitan","","Eve",2020-10-03,"JPTF02017001","2596",27.7,404765225,64972,8591521,68,470390576,3380515,119922,70942249,561999669,100993171,36,714,2,19827,10,1050151,1537,812814,FALSE
"2604","Opp Stoppa (feat. 21 Savage)","Opp Stoppa (feat. 21 Savage)","YBN Nahmir",2021-01-22,"USAT22100132","2603",27.7,246949197,80591,7682255,64,62144315,935278,5645,715700,4922539,101060286,19,4210,22,419,NA,4954305,6168,209692,TRUE
"2605","Mary On A Cross","Seven Inches Of Satanic Panic","Ghost",2019-09-13,"USC4R1902750","2594",27.7,589145587,130464,19387390,71,235289339,3294641,81149,90157158,569986027,443194,38,12737,16,143067,25,2115178,13819,3769063,FALSE
"2606","Go Fuck Yourself","First Steps","Two Feet",2016-07-29,"DEVF11600016","2591",27.7,649191183,160382,29032760,68,645296970,8887252,795603,151017071,1557145950,101434951,11,1173,13,151243,NA,85462774,63886,7233385,TRUE
"2607","Crocodile Tearz","Might Delete Later","J. Cole",2024-04-05,"USUG12402403","2600",27.7,37057985,5769,25367830,NA,7966475,130502,NA,NA,NA,5801422,12,101,1,1070810,17,4380830,498,88038,TRUE
"2608","PLIS","PLIS","Camilo",2024-02-06,"USSD12400017","2593",27.7,37814314,2461,22699959,NA,21688661,208161,202354,19478404,336367149,185050927,11,12642,27,1668327,11,821286,112,117790,FALSE
"2609","Back to Me","VULTURES 1","Kanye West",2024-02-09,"QZ7XS2400005","2599",27.7,77403728,13507,6358959,NA,5768907,96404,NA,268900,1600000,453047,10,500,4,58110,NA,NA,NA,139433,TRUE
"2610","Antidepresan","Antidepresan","Mert Demir",2022-11-04,"USA2P2247676","2605",27.7,172362945,25648,5961079,62,164304790,644688,293300,15092029,428987615,7986595,13,20439,3,1567627,NA,NA,NA,903938,FALSE
"2611","Rise","Rise","Jonas Blue",2018-05-25,"GBUM71802109","2592",27.7,872518334,93636,18157143,64,681562909,4154352,23063,2845186,36403946,418778843,98,62237,55,1280746,18,28442862,15750,5306138,FALSE
"2612","Summertime Sadness","Born To Die (Deluxe Version)","Lana Del Rey",2011-01-01,"GBUM71111565","2606",27.7,1442872605,204954,53282968,79,572303765,6181000,423666,173066210,1549975311,329452348,115,10698,65,1116035,71,326465544,478081,8122251,FALSE
"2613","8:00 AM","8:00 AM","Nicki Nicole",2023-05-17,"UYB282300034","2601",27.7,135465283,20671,8011051,63,106663098,736558,197600,59387239,500108092,24978941,20,2340,19,222294,15,892114,331,225730,TRUE
"2614","PICK IT UP (feat. A$AP Rocky)","Pick It Up (feat. A$AP Rocky)","Famous Dex",2017-10-20,"QMCE31701365","2595",27.7,577534277,47818,8308985,58,NA,NA,NA,NA,NA,NA,16,NA,14,11210,6,104549598,63629,2097008,TRUE
"2615","Double Fantasy (with Future)","Double Fantasy","The Weeknd",2023-04-21,"USUG12302627","2597",27.7,180940067,36631,14272823,66,51093878,753208,4000,5091663,47997951,12311591,31,8147,10,290434,11,6271165,1216,NA,TRUE
"2616","Jungle","Jungle","Alok",2023-09-22,"DEE862301476","2590",27.7,111266488,19017,69287736,NA,10259020,89765,5925,409916,17703236,NA,33,45605,54,1289949,9,1532504,260,670189,FALSE
"2617","Fisherrr","Fisherrr - Single","Cash Cobain",2024-02-28,"NL8RL2403852","2598",27.7,9215777,2816,3862691,28,12076033,245565,NA,5321778,40589924,68208595,13,12552,NA,NA,7,72082,237,286190,TRUE
"2618","Thank You for Being You","Thank You for Being You","OctaSounds",2022-09-07,"SGB502236932","2602",27.7,2248788,739,35130,43,1577614,20317,2863057,70652797,1050704352,NA,NA,3,NA,NA,NA,NA,NA,109624,FALSE
"2619","Wild as Her","Wild as Her","Corey Kent",2022-03-04,"TCAGA2290354","2614",27.6,180186017,32769,6038439,66,36595510,280859,33689,1974569,23448462,2792,23,187197,4,976,11,113592411,13103,670748,FALSE
"2620","Beautiful (feat. Camila Cabello)","Beautiful (feat. Camila Cabello)","Bazzi",2018-08-02,"USAT21810504","2611",27.6,737482160,55335,17510051,66,419937796,4019192,3214979,189904593,2189766597,207282014,52,19601,25,52812,16,22073894,13492,4647023,FALSE
"2621","Black Friday","Black Friday","Tom Odell",2023-09-20,"USA2P2342595","2616",27.6,126929488,23805,42713528,NA,11445116,165135,20254,10350073,59075543,9939532,24,4372,22,405914,21,201918,372,485209,FALSE
"2622","Summertime Sadness (Sped Up)","Summertime Sadness (Sped Up)","Lana Del Rey",2022-05-04,"GBUM72206500","2613",27.6,68235585,10765,7466559,59,444569952,2796117,671,220759,1468789,1411876789,1,173,1,27653,8,74530,127,33174,FALSE
"2623","Ignorantes","Ignorantes","Bad Bunny",2020-02-14,"QM4TW2090210","2618",27.6,671572185,88857,22055975,62,417964046,2807917,10203,4124925,26125487,41199062,70,12213,26,309402,25,74716130,7214,959604,TRUE
"2624","Break Free","Pop Party 13","Ariana Grande",2014-01-01,"USUM71409719","2610",27.6,899830382,96199,41829450,70,1288704058,6983846,131095,50779178,371404445,171606029,123,86551,65,813444,22,240308987,115959,7374291,FALSE
"2625","Risk","Risk","Gracie Abrams",2024-05-01,"USUG12401764","2617",27.6,41114784,2686,35162711,78,3726904,134081,NA,NA,NA,NA,41,5382,36,7998062,78,65016,138,61468,FALSE
"2626","Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36","Bizarrap",2020-11-27,"UYB282001011","2615",27.6,286381494,54422,8157305,61,445932496,5316366,517875,137985248,1257208158,19505413,37,3999,19,73121,8,221741,747,1435096,FALSE
"2627","WY@","WY@","Brent Faiyaz",2023-09-19,"QZNMX2317490","2609",27.6,54763093,15316,7846247,NA,14737929,247838,6009,10284542,72141490,1678363681,16,66225,1,644,8,4730630,1648,536845,TRUE
"2628","Acapulco","Acapulco","Jason Derulo",2021-09-03,"USAT22102812","2608",27.6,442260324,67318,33339871,65,83588626,799248,42377,35703303,310298540,865166511,65,129690,34,1756415,18,47696206,7006,NA,FALSE
"2629","GHOST TOWN","GHOST TOWN","Benson Boone",2021-10-15,"USWB12103472","2612",27.6,382177076,65369,34887197,66,78537068,806081,146179,60677641,629205287,968287446,46,105931,22,651078,14,27159277,7396,1864419,FALSE
"2630","Bande organis","Bande organis","13 Organis",2020-08-15,"FRX282066018","2625",27.5,267241905,62950,4938947,63,515808378,2686256,5066,641873,12209681,11896873,51,17239,42,6246257,10,NA,NA,2065953,TRUE
"2631","Only Human","Happiness Begins","Jonas Brothers",2019-06-07,"USUG11901281","2634",27.5,508463163,58919,15436258,65,136979542,1457926,27246,6682986,45970559,168192621,66,350184,24,166715,17,181852656,50826,7575291,FALSE
"2632","Daddy Issues","Wiped Out!","The Neighbourhood",2015-10-30,"USSM11506747","2627",27.5,1435372572,239555,84147867,80,450121249,5511534,252108,196480803,1122697302,8013039,47,81,24,84882,3,32313966,41491,3422693,FALSE
"2633","Cha Cha Cha","Cha Cha Cha","K",2023-01-17,"FIWMA2200519","2624",27.5,143311775,42463,3803730,66,85239745,891585,78568,18889271,304146444,11041200,29,8321,6,58900,7,20792,1989,281032,FALSE
"2634","Raining In Manila","Raining In Manila","Lola Amour",2023-06-14,"PHW012300171","2633",27.5,136169854,11506,4813121,63,117339013,473732,279014,57862276,567845644,46522818,4,1084,NA,NA,NA,NA,NA,28884,FALSE
"2635","Diab","Diab","Cris Mj",2023-11-08,"QMFME2394856","2628",27.5,83966111,12847,42315256,73,51878795,239672,NA,2323,21053,146683266,8,10,8,1878242,8,4824,30,313530,TRUE
"2636","HE KNOWS (feat. Lil Nas X)","HE KNOWS (feat. Lil Nas X)","Camila Cabello",2024-05-10,"USUG12402116","2632",27.5,14234598,1591,38201815,NA,6333352,231932,NA,NA,NA,134773880,31,6010,44,4764407,66,250375,112,35203,TRUE
"2637","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Feels","Calvin Harris",2017-06-16,"GBARL1700772","2626",27.5,1120187276,153725,45935052,70,80920611,707090,1758196,369847461,2745676769,402464,236,32897,148,1143603,36,80533361,75735,13710879,TRUE
"2638","Everybody make some Tik Tok","Everybody make some some Tik Tok","Bounce O",2019-05-22,"ITV951900027","2621",27.5,532262,481,35220,13,NA,NA,8288070,108201976,2218181933,NA,NA,15,NA,NA,NA,NA,NA,11057,FALSE
"2639","Another Love (Tisto Re","Another Love (Tisto Re","Tom Odell",2022-05-13,"GBARL2201039","2620",27.5,141141890,32658,32977028,67,26048435,224730,1662320,900971288,8556410580,NA,20,37145,23,557055,NA,172209,366,770960,FALSE
"2640","His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","His & Hers","Internet Money",2021-05-13,"QZJ842000873","2631",27.5,224820131,81921,11821621,NA,49154791,830423,1713669,151684690,1272691476,19446900,66,294,11,40645,NA,4052813,5397,993226,TRUE
"2641","Tu Aake Dekhle","The Carnival","King",2020-09-21,"FRX762050882","2629",27.5,410639967,33664,5963459,69,619113386,7584160,132004,4491970,61728216,NA,9,508,1,1097,6,1824,NA,475672,FALSE
"2642","Red Leather","WE STILL DON'T TRUST YOU","Future",2024-04-12,"USSM12403108","2630",27.5,22715763,6606,6526571,NA,3791463,74013,NA,NA,NA,381728,4,111,9,1201097,14,305314,512,155058,TRUE
"2643","Viva La Vida","Meu Pai  do","Coldplay",2005-09-21,"GBAYE0800265","2619",27.5,2102223775,335772,128128093,80,1412127488,8707376,1619542,244469571,2264301241,1233854544,93,258525,174,4371982,94,NA,NA,54637,FALSE
"2644","Nice to Meet You","Nice to Meet You","Imagine Dragons",2024-05-24,"USUM72404007","2623",27.5,15062636,1446,39911356,75,4507011,112133,1034,570876,6372350,112054624,40,258,29,894139,29,1020471,224,27497,FALSE
"2645","Verte Ir","Verte Ir","DJ Luian",2019-03-28,"QZ7B81700011","2622",27.5,550967367,65928,18945081,64,728468384,3473098,11200,1930550,20847094,137102567,35,3884,7,293349,12,73700065,8531,1353531,FALSE
"2646","Pink + White","Blonde","Frank Ocean",2016-08-20,"QZ5C81600003","2642",27.4,1299650856,228950,71708447,83,158016588,1286636,130802,68303456,442090971,455453,163,6091,46,1275701,41,24819579,19292,2187716,FALSE
"2647","Mother","Takin' It Back (Deluxe)","Meghan Trainor",2023-03-04,"USSM12300425","2640",27.4,79738242,12390,2274976,57,51124809,845191,702284,224708419,2678819017,431870420,15,54053,4,7837,7,8318506,13444,538792,TRUE
"2648","Flashback (feat. Gazo)","Flashback","Fav",2023-09-15,"DGA082396900","2654",27.4,88014813,16418,4788967,66,53097639,393538,99500,3276455,26517142,118125080,10,6432,15,5475765,12,13,NA,541305,TRUE
"2649","Space Song","Depression Cherry","Beach House",2015-08-21,"USSUB1512203","2646",27.4,1099069598,261122,71073470,73,127534602,1660824,496525,338753643,2588157478,3593056,88,4491,14,264505,38,24447183,25737,7887047,FALSE
"2650","OKAY","OKAY (Versions)","JT",2024-04-24,"USUG12400080","2641",27.4,16446111,1966,36576049,65,5578963,138920,NA,NA,NA,NA,33,370,5,86874,42,1687958,1032,178540,TRUE
"2651","Rude","Rude","MAGIC!",2013-07-23,"TCABP1349192","2650",27.4,NA,1472,287308,NA,2541095833,12472238,NA,NA,NA,1743156344,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2652","Chill Bill","The RCA-List (Vol. 2)","Rob $tone",2016-01-01,"USRC11601124","2649",27.4,843861768,155472,20340958,70,278120145,2625552,18775,2669418,16756000,1075983,30,600,18,99006,NA,346203131,441719,4409923,TRUE
